Topic 1:
不错	0.0875111006781
好	0.0751913976973
买	0.071307778544
美的	0.0519975610872
京东	0.039332647515
值得	0.0340034590101
品牌	0.0284585138857
东西	0.0267324609286
购买	0.0219426639729
信赖	0.0191594035797
质量	0.0174333506226
热水器	0.0137654880889
朋友	0.0127730076386
帮	0.0122983430755
一直	0.0122983430755
挺	0.0110038033577
便宜	0.0102055038651
电热水器	0.00975241496384
支持	0.00962296099207








Topic 2:
安装	0.0935449317473
师傅	0.0269040738302
买	0.0263207579963
热水器	0.0231303775172
美的	0.0207256877532
安装费	0.0195947692998
不错	0.018118623108
好	0.0156306025105
配件	0.0121783251264
售后	0.0121307075073
n	0.0118569061976
贵	0.0115354872687
花	0.011416443221
一个	0.011416443221
收费	0.0110950242921
材料	0.0108569361967
有点	0.0099760102435
费用	0.00983315738623
材料费	0.00919031952851








Topic 3:
不错	0.105433955017
好	0.0984147897711
高	0.0350473257468
性价比	0.0340724416849
挺	0.0308065800775
价格	0.0273213695561
外观	0.0249816478075
热水器	0.0248110430967
实惠	0.0231293680899
加热	0.0225931818558
实用	0.0215451814893
便宜	0.0214233209816
东西	0.0195466691624
安装	0.0181330872726
质量	0.0174994126324
方便	0.0172556916169
速度	0.0169144821952
很快	0.0139167137048
送货	0.0134536437754








Topic 4:
安装	0.0937615884387
好	0.0878668913082
不错	0.0575717206014
送货	0.0511054164764
师傅	0.033760716738
很快	0.0316350532273
速度	0.0256331797854
服务	0.0254902780368
使用	0.0186309941032
京东	0.0167018204968
东西	0.0158979981609
满意	0.0147369214533
物流	0.0134508057158
挺	0.0121468272597
态度	0.0107356724921
热水器	0.0106642216177
发货	0.0103069672462
快递	0.00896726335292
及时	0.00868145985568








Topic 5:
不错	0.057830110987
好	0.0446568234316
加热	0.0387951247237
保温	0.0194287349999
热水	0.0169017836134
使用	0.0166739437343
热水器	0.0165496674366
感觉	0.0143126940782
很快	0.0132977709803
效果	0.0129249420872
方便	0.0125314004779
一个	0.0125106877616
速度	0.011806455408
问题	0.0114750519475
热	0.0113300629335
有点	0.0112264993521
烧水	0.0111850739195
洗澡	0.0109572340404
买	0.0104394161334








